Name	foldEnrichment
chr8:41649208-41650907	17.19
chr8:145689084-145689990	54.01
chr9:16869859-16872135	13.5
chr9:130952285-130954500	21.4
chr9:136350822-136352023	29.33
chr9:140114771-140118133	7.85
chrX:103356910-103358580	24.89
chrX:150250258-150251443	20.86
chr1:1589838-1591180	24.44
chr1:2374847-2375833	54.03
chr1:6039870-6041450	29.66
chr1:11779543-11780441	38.06
chr1:19637509-19639461	10.79
chr1:36614305-36615722	18.32
chr1:53950803-53952168	26.82
chr1:54517628-54520086	6.83
chr1:145713276-145714283	26.41
chr1:147520278-147521938	22.52
chr1:156195081-156195839	31.5
chr1:156931211-156932081	62.28
chr1:193073483-193074957	17.73
chr1:223704828-223705653	31.44
chr1:226836729-226838524	15.05
chr1:229538600-229539965	8.79
chr10:15251625-15252484	36.86
chr10:29737562-29738783	60.83
chr10:77846290-77847318	38.64
chr10:112113272-112114661	18.38
chr10:118547237-118548159	44
chr11:3112743-3113664	49.18
chr11:22850763-22851898	50.41
chr11:45825511-45827045	19.55
chr11:58345967-58347571	33.52
chr11:111410934-111412135	39.11
chr11:125931084-125933262	19.82
chr12:3383586-3385195	34.14
chr12:29935924-29937782	17.15
chr12:44151777-44153528	12.68
chr12:48206241-48207916	12.31
chr12:49284197-49285067	44.12
chr12:111325553-111326450	31.93
chr12:120702786-120704201	21.1
chr13:26624689-26626879	12.33
chr13:46960735-46962258	18
chr14:24710855-24712645	19.15
chr14:77379374-77380490	27.07
chr14:95999631-96002337	10.14
chr14:105998862-105999836	39.61
chr14:107287273-107288085	33.52
chr15:28982492-28983739	39.11
chr15:68943027-68943783	42.37
chr15:72518347-72519505	23.54
chr15:76482448-76483568	30.42
chr15:90303718-90304733	29.05
chr15:90762578-90763518	20.86
chr15:99189997-99191600	24.12
chr16:22012153-22013101	49.31
chr16:28984817-28987160	14.26
chr16:67850307-67851038	39.56
chr16:88873853-88876869	6.21
chr17:7122925-7124754	22.08
chr17:7646792-7647512	46.35
chr17:12927238-12928400	52.87
chr17:16283481-16285730	14.67
chr17:26079715-26081100	26.44
chr17:36600144-36600993	26.07
chr17:41176183-41177810	19.72
chr17:42071661-42072773	31.12
chr17:42988303-42989285	31.29
chr17:47633422-47634219	27.05
chr17:73996242-73997171	41.35
chr18:29597875-29600338	9.61
chr18:31738821-31739980	42.07
chr18:47807339-47808629	12.27
chr19:984126-985586	15.17
chr19:1217892-1219616	26.91
chr19:3821755-3822537	32.75
chr19:4523157-4524389	32.81
chr19:4872438-4873229	44.84
chr19:10811825-10813240	17.73
chr19:11545382-11546655	26.82
chr19:17371421-17372162	29.68
chr19:18168344-18169925	22.55
chr19:41480219-41481075	26.69
chr19:55627500-55629769	11.84
chr2:26726009-26726758	26.07
chr2:47213487-47214784	35.1
chr2:170683762-170685301	44.71
chr2:191183786-191185046	54.79
chr20:3198850-3199658	37.85
chr20:7999631-8000796	21.06
chr20:48158075-48159115	26.07
chr20:48769619-48771262	14.22
chr20:58514861-58516289	14.95
chr21:38299943-38300546	39.95
chr21:39072635-39073617	33.26
chr21:39084221-39085151	47.25
chr22:35978900-35979866	30.96
chr22:40018776-40019988	44.27
chr3:9437645-9440606	5.15
chr3:9768667-9769472	35.38
chr3:13098341-13100106	20.41
chr3:48672067-48673848	17
chr4:40631477-40632944	18.77
chr4:121842788-121844564	26.07
chr4:171010264-171011817	21.42
chr5:38845545-38847048	13.84
chr5:69769418-69770114	58.32
chr5:110559198-110560502	17.96
chr5:175625906-175627095	14.83
chr6:24357341-24358707	14.28
chr6:26595883-26596517	30.5
chr6:43476933-43478586	18.48
chr6:139308323-139309957	36.38
chr6:159290098-159291591	23.03
chr7:557406-559291	22.48
chr7:948236-949409	48.14
chr7:132264985-132266169	27.11
chr7:158287721-158289001	36.66
chr8:23153280-23154674	30.96
chr8:38267503-38268795	28.31
chr8:75232343-75234147	31.44
chr9:35071696-35072878	40.48
chr9:123963154-123964786	22.81
chr9:135544950-135546660	13.04
chr9:137532765-137535170	10.86
chr9:141044090-141045534	27.47
chrX:19532896-19534170	33.31
chrX:70348755-70349680	25.76
chr1:15649845-15651660	46.07
chr1:15757394-15758221	26.21
chr1:17600593-17601329	48.88
chr1:39052492-39053355	45.59
chr1:39456396-39458437	19.05
chr1:41748141-41749077	34.48
chr1:43123320-43125058	11.41
chr1:45284881-45286694	10.86
chr1:52869432-52870926	22.74
chr1:113261286-113261953	32.4
chr1:114471311-114473687	9.26
chr1:161993005-161994450	7.82
chr1:205312273-205313975	14.43
chr1:206223224-206224230	33.59
chr1:206310075-206310956	63.01
chr1:214506139-214507307	13.04
chr10:45359953-45361400	20.48
chr10:46167430-46168744	20.7
chr10:71991999-71994019	12.29
chr10:72575240-72576719	35.08
chr10:100068037-100069833	23.09
chr10:102778439-102779509	29.11
chr10:116581225-116582583	34.66
chr10:124027454-124028309	32.39
chr10:129704681-129706206	20.64
chr11:57335016-57336512	21.56
chr11:82444068-82445502	24.21
chr11:107787067-107788224	27.58
chr12:6714489-6716233	9.64
chr12:38531875-38533333	18.35
chr12:114403435-114404700	27.93
chr12:121880908-121881890	27.19
chr12:122469079-122470093	32.03
chr12:132860562-132862538	40.65
chr13:50366536-50368142	23.5
chr13:80914066-80916046	16.6
chr13:99492156-99493319	83.76
chr14:23354950-23356928	21.88
chr14:69444291-69446320	19.21
chr14:92572205-92573572	37.51
chr14:100412268-100413794	26.03
chr14:102789030-102789974	37.31
chr15:40649813-40651265	36.16
chr15:42263694-42265389	24.29
chr15:50473798-50475355	39.11
chr15:58357091-58359044	17.69
chr15:68115085-68117296	10.27
chr15:68502789-68503752	42
chr15:82400621-82401357	44.84
chr15:88798476-88800695	13.76
chr15:89749896-89750675	32.59
chr15:91072396-91074275	18.85
chr16:2244092-2245922	14.63
chr16:11035176-11036824	17.66
chr16:30042668-30044153	21.87
chr16:30758970-30760852	7.27
chr16:30988459-30989408	31.77
chr16:31454199-31454948	25.53
chr16:84177656-84179511	15.63
chr16:90038663-90039796	23.63
chr17:7231859-7234039	9.01
chr17:21022780-21023318	66.48
chr17:25707836-25708671	30.42
chr17:29334712-29336867	12.62
chr17:36579772-36580442	41.71
chr17:41445403-41447029	13.74
chr17:56234068-56235439	10.06
chr17:72838048-72839557	15.67
chr17:73584875-73586122	26.07
chr17:73716848-73718681	18.09
chr17:76129458-76131067	23.54
chr17:76285653-76286777	32.38
chr17:77681103-77682751	15.98
chr17:79778911-79780351	16.14
chr17:79821617-79822880	18.83
chr18:3261094-3262766	19.55
chr18:47086826-47088816	10.36
chr19:34611856-34612491	44.09
chr19:39735308-39736478	18.01
chr19:42194938-42195931	28.97
chr19:42298720-42299529	26.56
chr19:43423202-43424793	21.06
chr19:43742090-43743399	48.59
chr19:43928917-43930557	14.71
chr19:46184516-46185586	28.17
chr19:49804219-49805080	26.8
chr19:50650429-50651805	29.23
chr2:676079-677909	20.15
chr2:10972384-10973081	41.18
chr2:28612671-28614221	16.49
chr2:38762138-38763864	36.14
chr2:101178861-101180429	21.47
chr2:136554816-136555654	50.37
chr2:153031577-153033142	37.48
chr2:182756069-182757744	30.19
chr20:2082215-2084330	11.76
chr20:24972536-24974894	18.62
chr20:44976980-44978233	42.37
chr21:34637715-34639636	9.86
chr21:40889931-40890815	57.36
chr21:46755833-46757454	11.22
chr21:47971250-47972117	45.63
chr22:29662338-29665167	8.18
chr22:31063233-31064938	14.77
chr22:39129225-39130654	25.64
chr22:39715164-39716828	14.25
chr22:44476586-44477745	31.12
chr22:51065672-51067599	16.47
chr3:48646304-48647661	30.58
chr3:64670777-64672671	12.47
chr3:87039344-87041027	21.95
chr3:169755176-169756903	29.14
chr3:197236323-197237700	32.59
chr4:154265379-154266963	27.7
chr4:185393380-185395341	17.78
chr5:7745741-7746842	46.35
chr5:8184113-8185139	54.89
chr5:38382686-38383562	39.11
chr5:70073994-70076272	11.09
chr5:72793578-72795030	18.72
chr5:87986538-87987208	36.66
chr5:108744521-108746659	7.65
chr5:133362216-133362908	44.62
chr5:158634779-158637137	6.52
chr6:3932864-3933937	31.21
chr6:26420243-26422684	29.38
chr6:31919272-31920785	40.6
chr6:35655429-35657513	13.74
chr6:35695209-35696499	16.08
chr6:43742092-43743607	25.16
chr6:89826779-89828146	29.33
chr6:158460197-158463291	5.55
chr7:29723895-29725532	10.86
chr7:57549802-57552961	3.97
chr7:91874466-91876430	21.06
chr7:100449542-100450802	21.22
chr7:149535181-149536455	9.71
chr8:10405438-10406410	37.25
chr9:72652811-72653860	5.12
chr9:132382035-132383495	18.9
chr9:132804104-132806384	11.55
chr9:136222593-136224362	15.07
chr9:139694061-139696061	13.04
chr9:141120957-141121890	54.1
chrX:72162746-72164289	39.11
chrX:76380410-76381211	33.37
chrX:153188018-153189210	18.25
chr1:6407918-6409193	34.08
chr1:6437915-6439003	33.12
chr1:9555034-9556078	52.73
chr1:9934723-9936173	23.17
chr1:11020671-11021626	32.59
chr1:11397499-11398126	58.32
chr1:27481042-27482048	29.55
chr1:32478985-32480620	18.74
chr1:36689312-36691119	11.59
chr1:115322792-115324042	24.33
chr1:121260514-121261872	9.98
chr1:171220247-171221263	27.58
chr1:208304696-208306171	32.59
chr1:228580841-228581851	33.4
chr1:229362505-229363736	21.43
chr1:234735350-234736847	17.62
chr1:244959514-244960704	32.59
chr10:5664943-5665656	33.99
chr10:5671769-5672966	34.8
chr10:28820740-28822469	8.94
chr10:62491812-62493568	20.31
chr10:72715700-72716557	35.73
chr10:74087462-74088665	15.09
chr10:75631980-75633422	35.01
chr10:94607817-94609331	30.65
chr10:95301401-95302575	28.89
chr10:105455441-105456829	22.91
chr10:126077353-126078390	31.6
chr11:1594503-1596266	27.12
chr11:45361456-45362274	45.31
chr11:46373184-46374530	34.05
chr11:62358622-62360148	17.5
chr11:118478279-118479542	32.59
chr11:119039227-119040434	32.83
chr12:89070-90396	30.67
chr12:3182425-3183210	55.87
chr12:13250634-13252579	24.24
chr12:27037406-27038275	36.41
chr12:76741630-76742842	16.55
chr12:104349796-104351331	14.37
chr12:110718169-110720252	9.62
chr12:120661158-120663340	8.57
chr12:121340850-121342669	20.28
chr12:133286497-133288158	19.54
chr14:19978241-19979273	17.78
chr14:21574464-21575610	30.76
chr14:24834548-24835554	26.82
chr14:77250835-77251764	52.79
chr14:91975469-91977496	16.59
chr14:103966455-103967104	42.83
chr15:22386626-22387954	18.77
chr15:29431705-29432939	56.49
chr15:78400415-78401352	42.91
chr15:83198851-83200279	24.77
chr15:90015734-90016593	28.75
chr15:90776243-90777936	20.56
chr16:1156057-1157217	35.96
chr16:11011808-11013208	50.84
chr16:22447678-22449721	12.59
chr16:30368549-30371395	9.73
chr17:3570642-3572831	7.89
chr17:3640688-3641981	42.73
chr17:3746925-3747900	35.96
chr17:7199045-7200255	25.37
chr17:7451511-7453302	24.99
chr17:27475183-27476502	28.85
chr17:36823627-36824370	44.61
chr17:42287498-42288463	34.83
chr17:44848225-44850700	7.38
chr17:46638813-46641041	17.74
chr17:70556168-70557624	15.83
chr17:75052053-75052958	31.6
chr18:656954-659080	13.26
chr18:29522234-29524080	33.18
chr18:32966239-32967632	36.36
chr19:989163-990495	18.9
chr19:1245434-1246919	30.9
chr19:2274854-2275664	25.11
chr19:3358297-3361069	12.47
chr19:4185957-4187310	25.68
chr19:4660165-4661220	39.33
chr19:16528519-16529097	46.63
chr19:18535595-18538187	10.82
chr19:34921413-34922591	28.48
chr19:36551069-36551992	19.31
chr19:46580252-46581327	19.64
chr2:27886306-27887597	17.05
chr2:47402742-47404412	15.83
chr2:105458697-105460263	23.95
chr2:105468530-105471160	24.1
chr2:175561421-175562312	35.81
chr2:176993841-176995758	18.74
chr20:25370069-25371899	13.71
chr20:30434127-30434906	48.34
chr20:33856847-33857549	46.84
chr20:49252267-49253143	27.76
chr20:61814257-61815423	20.25
chr21:32902566-32904060	7.77
chr21:33764433-33766229	16.85
chr21:34312283-34313576	39.63
chr22:20960170-20961202	36.31
chr22:32148758-32151221	6.9
chr22:39704322-39705863	13.44
chr3:38038277-38038797	75.28
chr4:87927416-87929320	16
chr4:90228386-90229544	37.15
chr4:161581292-161581967	104.7
chr4:183837730-183839454	21.54
chr5:69198938-69201198	15.62
chr5:131831128-131833078	9.18
chr5:138892211-138893758	20.86
chr5:139223740-139224627	28.76
chr5:179553768-179555359	28.77
chr5:179742479-179743198	36.58
chr6:10954622-10955417	42.37
chr6:15247982-15249689	14.04
chr6:28948608-28950289	14.34
chr6:44235010-44236333	45.88
chr6:80579300-80579965	36.58
chr6:147178479-147179349	32.21
chr6:153552027-153552645	63.21
chr7:27203020-27205549	19.27
chr7:72568372-72570245	21
chr7:89975535-89976626	29.67
chr7:97600550-97602001	19.73
chr7:99869035-99870350	14.67
chr7:126893366-126894568	25.59
chr7:129469090-129470522	16.95
chr7:147959513-147960356	41.14
chr8:121135660-121136920	23.11
chr9:3181008-3182054	26.07
chr9:79792000-79793614	36.36
chr9:128023424-128024922	21.18
chr9:140084460-140086568	23.1
chrX:43808698-43809469	55.11
chrX:53466959-53469357	11.89
chrX:71996247-71997890	37.42
chrX:102154686-102155933	23.9
chrX:136134084-136135304	30.57
chr1:15852690-15854157	20.48
chr1:16514014-16514876	33.75
chr1:17273814-17274682	36.92
chr1:20703084-20704050	44.54
chr1:23345279-23346926	15.23
chr1:27932170-27933404	20.18
chr1:36886283-36886923	33.47
chr1:41882381-41883348	35.63
chr1:66708060-66708806	39.41
chr1:68000876-68001713	59.4
chr1:147141287-147143293	9.31
chr1:156879725-156880842	14.57
chr1:204335576-204336556	41.52
chr1:214453423-214455629	6.32
chr1:229796642-229797646	22.31
chr1:245205324-245206502	26.07
chr10:27792768-27794009	9.36
chr10:49497421-49498476	39.11
chr10:51564735-51565816	26.41
chr10:65800883-65801998	39.11
chr10:71660992-71661810	27
chr10:75639238-75640056	35.63
chr10:99331517-99332477	26.07
chr10:102809663-102810787	29.97
chr10:102855296-102856026	21.31
chr10:104438294-104439279	28.59
chr10:111643891-111644646	20.98
chr10:134209850-134211800	24.44
chr11:191709-192625	19.05
chr11:46412921-46414836	38.67
chr11:76091246-76092757	24.14
chr11:76493927-76496027	9.31
chr11:101980454-101982485	18.16
chr12:751656-753409	44.48
chr12:2921578-2923307	22.1
chr12:7073917-7074890	26.4
chr12:50432722-50434276	35.31
chr12:50463855-50464870	27.99
chr12:109865711-109866416	32.41
chr12:110035195-110036069	30.54
chr12:110317298-110319021	20.14
chr13:41884430-41886380	11.59
chr13:102067368-102069591	18.12
chr14:64931411-64932963	17.79
chr14:75078727-75079957	36.81
chr14:100491376-100492111	44.62
chr15:41055294-41056914	20.48
chr15:41165535-41166721	30.61
chr15:65562952-65564408	27.52
chr15:86401218-86402632	42.83
chr15:89600461-89601119	33.89
chr16:2273042-2274641	11.41
chr16:4358934-4360444	28.44
chr16:28328126-28328975	40.61
chr16:29105934-29106990	20.68
chr16:29739941-29741165	36.69
chr16:30456136-30457616	14.7
chr16:30704909-30705811	27.13
chr16:31104152-31106472	5.67
chr16:33618649-33619508	39.75
chr16:58130979-58131557	41.98
chr16:67207790-67208709	26.78
chr16:89306895-89307860	45.31
chr17:2731646-2732249	37.52
chr17:37330441-37331873	21.14
chr17:38497093-38499165	18.48
chr17:40314857-40315775	28.76
chr17:42427809-42428733	28.82
chr17:43347791-43348813	55.04
chr17:47957666-47958568	28.35
chr17:59467080-59467960	42.12
chr17:76973606-76975165	19.21
chr17:80372110-80372977	16.66
chr18:60251281-60252252	38.14
chr19:1019296-1021379	10.7
chr19:8371824-8373724	14.8
chr19:11248218-11250428	11.7
chr19:12786715-12787831	23.73
chr19:17496541-17497389	46.71
chr19:31847422-31848543	20.74
chr19:36035378-36037570	3.61
chr19:40502177-40504187	5.24
chr19:41827173-41828195	25.35
chr19:42527592-42528931	39.21
chr19:42942384-42943060	44.32
chr19:49520133-49521712	21.56
chr2:30453203-30455908	15.43
chr2:33141200-33141773	3.7
chr2:47499139-47500156	31.47
chr2:90449338-90451962	10.83
chr2:96675550-96677350	13.5
chr2:96986676-96988273	32
chr2:98278378-98281535	13.07
chr2:99224183-99225403	17.98
chr2:121834234-121835134	48.96
chr2:176961744-176962908	25.2
chr2:239195879-239198289	13.54
chr2:241759408-241761062	49.54
chr20:31879292-31880282	54.75
chr20:35723340-35725080	12.22
chr20:37230042-37231016	34.22
chr20:49126238-49128106	14.95
chr21:46961100-46962820	16.28
chr22:34315293-34317355	15.3
chr22:39892206-39893135	27.22
chr22:50322725-50324492	20.22
chr22:50943584-50946254	8.52
chr3:49169630-49171464	16.6
chr3:50539565-50541291	26.14
chr3:132377955-132379785	12.63
chr3:179370092-179371758	33.06
chr3:185541856-185543758	47.63
chr4:83811711-83813346	17.98
chr4:122301053-122302504	17.38
chr5:10689318-10690474	16.7
chr5:34929110-34930607	13.04
chr5:58334422-58336070	6.65
chr5:60954326-60954928	51.66
chr5:68630340-68631118	33.18
chr5:124079290-124080869	17.69
chr5:137877963-137879880	6.26
chr5:149509010-149510194	20.48
chr5:180630843-180632807	10.43
chr6:26031524-26033087	25.03
chr6:71997319-71999537	19.81
chr6:87646392-87647973	28.45
chr6:125420617-125421276	62.11
chr6:150325543-150327316	15.72
chr7:87563214-87564793	40.37
chr7:101386391-101387779	23.5
chr7:143084497-143086270	37.03
chr7:155204991-155205944	24.54
chr8:22530181-22531160	41.19
chr8:41469248-41470760	40.03
chr8:97172270-97173844	35.46
chr9:88355822-88357833	6.04
chr9:136647299-136647819	61.06
chr9:137273101-137274210	45.24
chrX:20008317-20009797	34.3
chrX:49041967-49043177	26.17
chrX:130974754-130975992	23.4
chrX:134936311-134937194	38.59
chrX:150921751-150922906	40.24
chr1:521376-521755	33.91
chr1:2063661-2065502	16.95
chr1:16160753-16162858	7.39
chr1:24476575-24477538	34.45
chr1:25663318-25665395	26.07
chr1:26145997-26148856	5.04
chr1:26184522-26186414	13.04
chr1:29450435-29451521	26.89
chr1:32644838-32646631	9.28
chr1:36834458-36835151	28.82
chr1:46877383-46879259	34.95
chr1:57043718-57045599	20.21
chr1:63789280-63790240	30.21
chr1:65774652-65776000	37.68
chr1:114354122-114355697	17.92
chr1:151511832-151513896	8.73
chr1:181286733-181288199	17.24
chr1:202994421-202996391	16.16
chr1:231726123-231727593	31.59
chr1:235246656-235247792	19.05
chr10:29698104-29699356	11.17
chr10:31608840-31610844	19.55
chr10:32216576-32218612	14.34
chr10:57390750-57391619	35.24
chr11:13983839-13985326	19.9
chr11:73018004-73019728	32.32
chr11:73371814-73372883	27.77
chr11:102187765-102188765	21.29
chr11:116147062-116147933	20.95
chr12:5111704-5112767	39.11
chr12:12714283-12716270	15.52
chr12:29301237-29303512	10.03
chr12:108154009-108155311	20.42
chr12:122607131-122608723	16.12
chr13:37247578-37249424	15.64
chr14:22314247-22315041	50.09
chr14:23451299-23453016	12.39
chr14:90421884-90423168	16.21
chr14:103799445-103801645	7.6
chr14:105147341-105149283	12.6
chr15:39109733-39110367	60.95
chr15:40615383-40616854	42.32
chr15:44955261-44956434	28.29
chr16:1820082-1821816	8.81
chr16:3740403-3740990	26.83
chr16:28385484-28387127	29.2
chr16:30582364-30584430	3.75
chr16:30855826-30857066	20.8
chr16:56390082-56390923	46.22
chr16:89926896-89927848	57.21
chr17:4634521-4635472	19.71
chr17:8150748-8153113	6.33
chr17:17011857-17012998	30.89
chr17:26901322-26903089	15.89
chr17:37809794-37810921	37.02
chr17:41411143-41412111	44.31
chr17:45898819-45899945	19.81
chr17:46867754-46869148	11.48
chr17:66007130-66007867	40.15
chr17:71251774-71252809	45.58
chr17:74009902-74010833	28.35
chr17:76971159-76972871	26.86
chr18:20714942-20717278	8.73
chr18:45934861-45937619	7.91
chr19:1847360-1849177	15.93
chr19:3075638-3076618	23.96
chr19:4362640-4364099	35.45
chr19:14626878-14629283	13.94
chr19:16497155-16497981	28.82
chr19:18538308-18540528	7.05
chr19:30614340-30616548	10.14
chr19:42103785-42104562	46.97
chr19:42455630-42456361	23.06
chr19:43778473-43779481	22.66
chr19:58816194-58817330	11.41
chr2:191878126-191879415	21.3
chr20:1757405-1758281	16.83
chr20:23870095-23871175	24.62
chr20:29591235-29592115	52.69
chr20:32656807-32658242	36.56
chr20:35515269-35516201	36.07
chr20:56073429-56074458	51.49
chr20:56753730-56755240	24.03
chr20:58173482-58174596	37.6
chr20:62688907-62689786	23.11
chr21:35392166-35393157	38.02
chr21:38002778-38003746	22.26
chr21:43187945-43189469	20.24
chr21:45189924-45192780	8.27
chr22:17639098-17641321	10.86
chr22:18120723-18122585	8.78
chr22:20300991-20301634	36.93
chr22:21977284-21980014	15.73
chr22:25246006-25246944	47.4
chr22:32145420-32146559	15.28
chr22:36617746-36618439	46.3
chr22:36673562-36674814	29.05
chr22:44280536-44281446	43.07
chr22:44319286-44320557	25.56
chr22:50638018-50640700	10.49
chr3:52478096-52479574	33.2
chr3:52570109-52571579	10.5
chr3:57993834-57995417	19.84
chr3:192231642-192233215	26.8
chr4:1514498-1515521	37.57
chr4:120133105-120134600	27.58
chr5:42908345-42909549	21.64
chr5:131607926-131609108	16.61
chr5:132201728-132203212	13.62
chr5:177502682-177503695	19.05
chr6:30509131-30509998	29.2
chr6:35698731-35700417	13.72
chr6:64307618-64309026	23.7
chr7:89840632-89841834	30.82
chr7:102275771-102277350	17.24
chr7:139778563-139779416	42.24
chr7:148787470-148788920	28.24
chr8:10447432-10448180	47.66
chr8:19459432-19460421	46.44
chr8:22297963-22299375	26.72
chr8:143528563-143529780	74.2
chr8:144680769-144682479	31.4
chr9:131689498-131690931	27.33
chr9:132243996-132246779	12.29
chr9:134377857-134380104	7.08
chrX:118738735-118740660	14.17
chrX:119619408-119620475	17.22
chrX:152934203-152935318	23.35
chr1:6340192-6341953	33.23
chr1:9326858-9327687	26.41
chr1:11723727-11725085	34.59
chr1:16405129-16406373	28.05
chr1:21694730-21695514	46.13
chr1:22778039-22779865	19.29
chr1:23960964-23962645	24.49
chr1:55351769-55353901	8.94
chr1:111505560-111507124	12.35
chr1:155066115-155067431	13.04
chr1:162025508-162026337	29.67
chr1:173792910-173794551	9.54
chr1:174998581-174999375	53.11
chr1:179334251-179335907	12.43
chr1:184722975-184724785	7.31
chr1:226757369-226758517	26.07
chr1:234634567-234635463	15.21
chr1:235416460-235417123	41.36
chr1:242161515-242162903	16.87
chr10:12237390-12238959	12.42
chr10:28670574-28671382	28.44
chr10:72685182-72686096	28.92
chr10:75669924-75672126	12.27
chr10:99204954-99206443	11.85
chr10:105352142-105353250	21.94
chr10:105358394-105359307	35.74
chr11:1853420-1855297	35.03
chr11:14379694-14381068	27.2
chr11:45792518-45794148	16.29
chr11:72504359-72505387	33.62
chr11:111472589-111473382	65.29
chr11:117051697-117052557	34.22
chr11:130297340-130298707	29.69
chr12:5541211-5543122	16.04
chr12:6147000-6147934	24.99
chr12:6171974-6172902	26.07
chr12:6387412-6388511	26.52
chr12:9966519-9967479	39.11
chr12:51818124-51819455	17.07
chr12:52430020-52431938	22.09
chr12:111332026-111332936	27.56
chr12:124883814-124884797	38.06
chr13:21871727-21873222	46.44
chr14:62583678-62584623	43.8
chr14:99990613-99992935	13.85
chr14:107048265-107049102	37.66
chr14:107198637-107199301	38.78
chr15:32726304-32727674	34.99
chr15:69590938-69592794	10.02
chr15:74084624-74085529	51.43
chr15:88789816-88790663	36.39
chr15:93198057-93199428	21.24
chr15:93578958-93579946	35.06
chr15:99322565-99323359	47.25
chr16:1104421-1106680	20.48
chr16:1973402-1974442	23.77
chr16:21532586-21533938	14.45
chr16:29238825-29240173	52.14
chr16:30959078-30961061	9.18
chr16:75589079-75590416	10.55
chr17:1623881-1624718	41.44
chr17:2627729-2628908	50.19
chr17:5014136-5015812	14.9
chr17:6323129-6324127	25.15
chr17:35730415-35731130	40.11
chr17:36504402-36505761	31.72
chr17:38347450-38348447	30.02
chr17:43248983-43251069	8.15
chr17:44336644-44338260	11.34
chr17:45017777-45018572	46.1
chr17:61042766-61044812	11.72
chr17:71300950-71302132	20.67
chr17:75082110-75083237	26.07
chr18:47729555-47731047	20.86
chr19:10138272-10138893	46.91
chr19:18543425-18545264	13.04
chr19:18721987-18724215	7.82
chr19:29283820-29285533	10.34
chr19:30159417-30160533	15.04
chr19:33466569-33467961	23.02
chr19:35797311-35798560	18.05
chr19:37177732-37179350	5.09
chr19:38269466-38270917	11.78
chr19:42399672-42400786	50.35
chr19:45582022-45583620	16.67
chr19:56014682-56015913	19.69
chr2:24713375-24715761	18.01
chr2:91677113-91678028	24.37
chr2:114344600-114345371	39.9
chr2:220162403-220164017	30.22
chr2:228336340-228338138	55.06
chr2:231577038-231578616	42.81
chr20:42378179-42379019	46.3
chr20:43587948-43589526	10.18
chr20:49094627-49095550	29.59
chr21:28088176-28088854	56.26
chr21:38917954-38920201	9.32
chr22:19277932-19280284	12.78
chr22:25598067-25598904	37.25
chr3:13541430-13542398	36.41
chr3:15642277-15643730	14.46
chr3:50311673-50312449	31.65
chr3:129611361-129613081	23.04
chr3:141456645-141457821	26.65
chr3:179040167-179041846	22.81
chr4:13655498-13656624	35.38
chr4:129207992-129209854	19.78
chr5:1736630-1738557	26.72
chr5:32585261-32586539	23.65
chr5:36066017-36067339	9.77
chr5:38922046-38922866	40.56
chr5:72921355-72922907	16.28
chr5:83017668-83018809	27.04
chr5:130970176-130972060	9.64
chr5:131400118-131401000	26.41
chr5:137827222-137829792	7.21
chr5:140998251-140999121	33.02
chr5:145826142-145827580	14
chr5:156755223-156755938	32.78
chr5:179189936-179190809	54.51
chr6:3126623-3127669	44.44
chr6:14210825-14212155	25.61
chr6:15327503-15327978	33.71
chr6:36853185-36854243	28.49
chr6:117922842-117924281	21.6
chr6:127587435-127588722	17.08
chr6:132721846-132723265	15.45
chr6:159238981-159240818	12.01
chr7:75830078-75831587	52.14
chr7:121944826-121946642	11.23
chr7:149496538-149497451	39.67
chr8:1959112-1961117	20.56
chr8:27584481-27585195	49.01
chr8:38238835-38240915	11.99
chr8:41386086-41387644	21.96
chr8:103540594-103541493	42.37
chr9:95921963-95922858	74.74
chr9:101737036-101737877	40.56
chr9:116163031-116164170	37.92
chr9:133884126-133885332	24.62
chr9:139750637-139753104	21.54
chr9:140339513-140340835	28.58
chrUn_gl000231:11379-12596	24.54
chrX:119384260-119385251	32.18
chrY:13810590-13811363	3.46
chr1:6694454-6695348	38.11
chr1:16118257-16118967	25.57
chr1:23963628-23964450	26.4
chr1:27894744-27896108	18.02
chr1:36551406-36553533	16.67
chr1:90285913-90287658	10.43
chr1:165893697-165894579	32.4
chr1:168114452-168115454	45.76
chr1:228186683-228187623	22.35
chr1:228193732-228195411	9.39
chr1:241802753-241804096	17.52
chr10:30291113-30291865	37.63
chr10:49652350-49653587	22.92
chr10:75608589-75609371	24.95
chr10:98970172-98971139	54.32
chr10:102397350-102398346	42.51
chr10:112369355-112370671	19.96
chr11:67055656-67057601	23.25
chr11:69484901-69485867	29.98
chr11:70601398-70602151	51.46
chr11:72525079-72526294	14.34
chr11:76802005-76802869	41.59
chr12:9483527-9484301	46.93
chr12:49490979-49492253	20.08
chr12:54391181-54393101	14.87
chr12:54797849-54798720	28.19
chr12:81330065-81331751	26.88
chr12:103888591-103890566	29.94
chr12:121533264-121534258	26.37
chr12:132568069-132570128	11.64
chr13:111357734-111359206	16.69
chr14:24685131-24685747	33.52
chr14:91163717-91164648	41.11
chr14:100574471-100575112	29.05
chr14:102274073-102275281	44.74
chr14:102512559-102513425	39.63
chr15:33992748-33994089	49.7
chr15:41149580-41150606	30.55
chr15:68608576-68609767	40.84
chr15:74927302-74928474	21.18
chr15:83011434-83012232	68.44
chr15:90418033-90418669	50.38
chr15:93630849-93632709	19.8
chr16:18509530-18510654	42.24
chr16:48656894-48657772	25.39
