Name	foldEnrichment
chr1:207038132-207038856	50.8
chr16:75497166-75499218	50.79
chr9:130879476-130880519	50.79
chr16:1062927-1063789	50.79
chr2:129070844-129071682	50.74
chr2:60901450-60902138	50.72
chr8:55078125-55079217	50.7
chr7:48149548-48150379	50.7
chr12:97798257-97798867	50.7
chr14:106610021-106610525	50.7
chr4:168998118-168998628	50.7
chr4:99916061-99917641	50.69
chr3:87841590-87842764	50.69
chr6:29557043-29557778	50.69
chr6:2988360-2989741	50.67
chr10:34926233-34926815	50.67
chr3:15247063-15248995	50.64
chr19:7967943-7969655	50.56
chr9:129262920-129264713	50.51
chr12:69223875-69224629	50.46
chr7:131198039-131198759	50.41
chrX:12964642-12965561	50.41
chr12:3606100-3606729	50.41
chr3:51428192-51429879	50.37
chr19:42399672-42400786	50.35
chr10:98094456-98095240	50.33
chr2:219844462-219845373	50.28
chr22:42353290-42354368	50.28
chr10:82459001-82459825	50.28
chr18:30499592-30500354	50.28
chr3:142547409-142548113	50.28
chr1:156577608-156579453	50.22
chrX:41593577-41594244	50.21
chr19:1788659-1789826	50.19
chr20:30420828-30421814	50.14
chr1:85086014-85087079	50.08
chr1:48963767-48964776	50.08
chr15:99644724-99645646	50.08
chr7:129275255-129275751	50.08
chr12:3764495-3765258	50.07
chr7:143532846-143534867	50.04
chr22:42833360-42834341	50.04
chr20:3387738-3389117	50.03
chr16:27120691-27121926	49.97
chr3:38042760-38043559	49.97
chr6:87566440-87567173	49.97
chr17:11838900-11839537	49.97
chr6:90502389-90503132	49.94
chr1:149204127-149205250	49.9
chr5:5886759-5887539	49.9
chr10:99185541-99187922	49.85
chr10:96039607-96040381	49.79
chr19:5718911-5721022	49.77
chr19:737626-738270	49.74
chr5:140903846-140904919	49.73
chr2:85512392-85513008	49.72
chr22:38329866-38330550	49.7
chr13:101326485-101327712	49.66
chr2:200336041-200336804	49.59
chr16:88320701-88321496	49.59
chrY:1522925-1523628	49.59
chr11:2218448-2219021	49.59
chr14:77875490-77875905	49.59
chr3:125610783-125611358	49.59
chr9:101025978-101026505	49.59
chr22:25729224-25730543	49.54
chr20:37287177-37288206	49.54
chr22:23969368-23970142	49.4
chr22:47193936-47195102	49.35
chr11:34171102-34171966	49.35
chr8:62381206-62381686	49.35
chr19:51762598-51763122	49.35
chr6:2763603-2766967	49.25
chr1:35450679-35451424	49.25
chr3:101354902-101355673	49.25
chr4:68566232-68567348	49.23
chr7:135357357-135358110	49.23
chr16:48387285-48387928	49.17
chr15:90293705-90294763	49.13
chr6:9413175-9413801	49.13
chr10:95573052-95573665	49.11
chr11:64490380-64491568	49.08
chr13:111875532-111876202	49.08
chr8:27584481-27585195	49.01
chr15:32686512-32687478	48.88
chr1:7962460-7963420	48.88
chr4:147164423-147165223	48.88
chr7:48008291-48008798	48.88
chr4:151881989-151882466	48.81
chr22:23881575-23882389	48.78
chr6:52926184-52927192	48.74
chr3:38158741-38160186	48.71
chr3:186332424-186333108	48.71
chr14:25147937-25148703	48.71
chr3:137689863-137690484	48.65
chr3:49058463-49060878	48.62
chr11:765050-765828	48.52
chr12:11639332-11640069	48.52
chr1:416250-417001	48.49
chr17:50460799-50461255	48.49
chrY:13311523-13312231	48.49
chr1:32713235-32714493	48.48
chr21:42440691-42441646	48.48
chr14:64896546-64897243	48.48
chr15:66678773-66680580	48.43
chr17:19647977-19648887	48.42
chr10:133955753-133956642	48.42
chr7:142110655-142111275	48.42
chr2:71502835-71505232	48.31
chr5:122424107-122426979	48.28
chr10:98229620-98230360	48.28
chr8:57154480-57154949	48.25
chr3:11887640-11888782	48.23
chr1:165338262-165339094	48.23
chr6:142887683-142888606	48.23
chr10:104355935-104356806	48.23
chr19:5547584-5548481	48.23
chr8:22431398-22432399	48.19
chr22:35627304-35627993	48.19
chr1:78610513-78611085	48.14
chr1:209421843-209422604	48.13
chr4:83642791-83643402	48.13
chr9:129678978-129679811	48.08
chr1:16202664-16203555	48
chr8:11271108-11271813	47.99
chr1:90227913-90229249	47.97
chr7:139118943-139119714	47.95
chr19:13699864-13700449	47.8
chrX:49602860-49603369	47.8
chr12:81231074-81231490	47.8
chr4:166299816-166301444	47.78
chr6:24521194-24521672	47.77
chr11:62360800-62361729	47.74
chr8:10447432-10448180	47.66
chr3:129047329-129048133	47.58
chr15:89672547-89673358	47.56
chr2:178013426-178014023	47.55
chr16:28338003-28338783	47.53
chr8:100871763-100872538	47.49
chr16:33763849-33764769	47.39
chr15:27262315-27262953	47.39
chr16:33740367-33741024	47.39
chr16:72535777-72536539	47.39
chr7:30978002-30978717	47.33
chr22:20849881-20851391	47.25
chr1:153721691-153723057	47.25
chr17:45330789-45332333	47.25
chr3:195589795-195590513	47.25
chr21:46369028-46370692	47.21
chr11:108093506-108094258	47.18
chr16:57117902-57118774	47.18
chrX:41039271-41040030	47.13
chr19:41954905-41955983	47.07
chr10:79806832-79807642	47.07
chr5:8908067-8908897	47.07
chr6:157881745-157883270	47.06
chr3:50310302-50311356	47.05
chr1:94374126-94375781	47.01
chr5:139492358-139495057	46.93
chr17:75210701-75211872	46.93
chr12:9483527-9484301	46.93
chr12:55247511-55248119	46.93
chr9:80048516-80048997	46.93
chr3:126240917-126241486	46.82
chr20:46163730-46164427	46.79
chr5:7815840-7817117	46.78
chr6:33247348-33248480	46.71
chr11:67396392-67398852	46.71
chr21:30706905-30708452	46.68
chr1:31658354-31658972	46.65
chr9:37746999-37748284	46.63
chr7:134142741-134144373	46.57
chr1:6094020-6096385	46.56
chr6:159555692-159556387	46.56
chr6:52589055-52589833	46.56
chr5:78316686-78317510	46.56
chr12:28093729-28094255	46.56
chr3:33115977-33116591	46.56
chr6:32805256-32807354	46.52
chr16:67211771-67212817	46.51
chr10:118927284-118928409	46.48
chr1:156326263-156327259	46.46
chr1:228318472-228319331	46.44
chr17:7736944-7739763	46.37
chr1:17746149-17747348	46.35
chr17:7646792-7647512	46.35
chr20:60876673-60878254	46.3
chr15:89973666-89974475	46.3
chr21:31640835-31641423	46.29
chr5:141990389-141991240	46.28
chr1:40998320-40999080	46.23
chr5:143204468-143205346	46.22
chr9:135044921-135045868	46.13
chr8:33538941-33539583	46.1
chr9:139681829-139682721	46.08
chr11:2164871-2165947	46.06
chr3:69355330-69356108	46.06
chr9:101536852-101537702	46.06
chr12:132093293-132094189	46.01
chr1:165112470-165113154	46.01
chr8:57841506-57842204	46.01
chr5:69139694-69141098	46
chr8:6776736-6777430	45.95
chr4:75236363-75236926	45.95
chr14:101317221-101318248	45.94
chr6:44235010-44236333	45.88
chr10:133836286-133837537	45.87
chr21:45208666-45210744	45.75
chr2:10957282-10958026	45.71
chr10:102772332-102773587	45.63
chr7:35076616-35078081	45.63
chr21:47971250-47972117	45.63
chr17:2256236-2256781	45.63
chr19:54356032-54356680	45.63
chr4:7845747-7846586	45.63
chr9:74653731-74654341	45.63
chr8:139779807-139780387	45.63
chr11:113176443-113177071	45.55
chr15:66990342-66991879	45.48
chr12:56039691-56040568	45.43
chr17:79204065-79204661	45.39
chr17:25572188-25572950	45.38
chr7:44835420-44837828	45.36
chr3:14589277-14590315	45.36
chr3:125640404-125641054	45.31
chr20:58094158-58095006	45.24
chr11:74437505-74438177	45.22
chr2:1135836-1136461	45.2
chr15:98452506-98453071	45.19
chr15:61912922-61913854	45.19
chr2:134965002-134965556	45.19
chr4:47124701-47125277	45.19
chr4:178171132-178171717	45.19
chr19:856875-857543	45.19
chr2:47797851-47799450	45.16
chr4:2463868-2465037	45.12
chr6:18504072-18504807	45.12
chr10:38691384-38693188	45.1
chr12:120794155-120795063	45.1
chr15:69217002-69217782	45.09
chr20:62762336-62763162	45.07
chr1:919060-920173	45.03
chr5:43627077-43627696	45.03
chr6:137397561-137398269	44.97
chr20:52824149-52825544	44.93
chr7:73115578-73116442	44.86
chr15:82400621-82401357	44.84
chr1:18907846-18908520	44.84
chr10:89610258-89611155	44.81
chr12:127777837-127778514	44.81
chr12:113899971-113900688	44.79
chr5:37839620-37841416	44.76
chr12:49628020-49629525	44.74
chr12:12808664-12809413	44.69
chr20:41820463-41821006	44.69
chr14:105880620-105881900	44.62
chr17:38510320-38511745	44.62
chrX:13782884-13783346	44.62
chr17:36823627-36824370	44.61
chr11:29365302-29365657	44.55
chr6:106808130-106809736	44.54
chr2:30929717-30930457	44.54
chr7:33972463-33972871	44.54
chr6:112364180-112365460	44.53
chr7:158187382-158188132	44.51
chr12:52476492-52477578	44.5
chr19:18572259-18573384	44.48
chr12:751656-753409	44.48
chr6:3126623-3127669	44.44
chr9:34379104-34379896	44.44
chr1:85809905-85810574	44.4
chr10:113875412-113876191	44.38
chr7:138144333-138146122	44.34
chr19:42942384-42943060	44.32
chr6:24283027-24283940	44.32
chr16:22960004-22960671	44.32
chr22:19940888-19942114	44.25
chr8:144815146-144816187	44.24
chrX:114877210-114877700	44.23
chr12:126034364-126034918	44.21
chr1:37329827-37330618	44.18
chr6:46823487-46824142	44.15
chr12:49284197-49285067	44.12
chr20:23762955-23763818	44.08
chr2:218515402-218516147	44.08
chr3:53743932-53744626	44.08
chr7:35945811-35946602	44.08
chr4:3516263-3516889	44.08
chr8:51310511-51311082	44.08
chr18:45280395-45281483	44.07
chr19:16825372-16826074	44.07
chr12:14016883-14017508	44.07
chr7:130666944-130667455	44.06
chr8:142184784-142185618	44.03
chr17:72918992-72920453	44
chr2:36583274-36585398	43.91
chr1:203141043-203142325	43.89
chr7:105816677-105817715	43.85
chr1:65486232-65487121	43.76
chrX:89126507-89127359	43.71
chr12:9950450-9951091	43.7
chr11:78426544-78427283	43.69
chr13:51699654-51700384	43.68
chr11:70660619-70661650	43.67
chr10:126228539-126229273	43.67
chr16:23814611-23815517	43.67
chr22:45080244-45081617	43.6
chr17:39818556-39819490	43.59
chr16:50058638-50059834	43.58
chr17:468676-469314	43.57
chr9:19471776-19472510	43.55
chr22:44388091-44389827	43.45
chr16:27190585-27191422	43.45
chr17:79265238-79266169	43.45
chr15:65325156-65325943	43.45
chr5:72750036-72750829	43.45
chr2:27145394-27145964	43.45
chr20:1289933-1290547	43.45
chr2:11264416-11265164	43.45
chr5:89716777-89717578	43.45
chr11:62791325-62792135	43.45
chr1:201088171-201088884	43.44
chr8:12288085-12288700	43.36
chr13:97761840-97762744	43.26
chr19:5170297-5170875	43.26
chr10:22020867-22021632	43.26
chr22:17198612-17199418	43.26
chr12:67835302-67836021	43.26
chr2:55065426-55066323	43.22
chr14:21482640-21483379	43.2
chr6:38839391-38840296	43.18
chr14:107074287-107075171	43.15
chr2:191044763-191046001	43.07
chr2:219756733-219758115	43.07
chr22:44280536-44281446	43.07
chrX:152804462-152805641	43.02
chr7:75943273-75944177	43.02
chrX:131746877-131747492	43.02
chr5:33435619-33436391	42.98
chr12:121548027-121548671	42.98
chr9:43133230-43134368	42.97
chr3:52035200-52036179	42.97
chr1:186451659-186452423	42.94
chr1:43212519-43213339	42.87
chr4:140451956-140452599	42.83
chr20:42684491-42685256	42.8
chr13:114519787-114520971	42.73
chr16:87715568-87716439	42.73
chr9:127181137-127182447	42.72
chr5:159199843-159201060	42.66
chr19:14582647-14583382	42.66
chr21:46312632-46313513	42.63
chr22:18267619-18268801	42.62
chr17:27051274-27056477	42.6
chrX:69653458-69654965	42.58
chr20:58070616-58071565	42.58
chr6:92039779-92040495	42.58
chr10:48691341-48692004	42.58
chr12:121084519-121085369	42.48
chr7:123264601-123264993	42.45
chr21:28214448-28219438	42.37
chr22:22221078-22222693	42.37
chr20:44976980-44978233	42.37
chr19:43427049-43427877	42.37
chr16:27616721-27617268	42.37
chrX:40432826-40433591	42.37
chr11:91944517-91945139	42.37
chr3:167097704-167098614	42.31
chr14:77606515-77608589	42.26
chr4:7103406-7104346	42.25
chr16:49890287-49892393	42.24
chr22:24570866-24572346	42.24
chr2:74378319-74378896	42.19
chr11:3845859-3846403	42.15
chr1:180123399-180124956	42.14
chr17:13017670-13018519	42.12
chr2:177518600-177519180	42.12
chr9:86535440-86536745	42.11
chr5:55231943-55232529	42.09
chr19:9956940-9958258	42.05
chr1:11898175-11899273	42
chr16:58130979-58131557	41.98
chr19:2840825-2841977	41.94
chr14:68066415-68067399	41.94
chr9:126147279-126148208	41.94
chr1:170898817-170899380	41.88
chr16:85205940-85208492	41.87
chr19:45303485-45304337	41.85
chr5:436075-437065	41.85
chr1:74969611-74970453	41.76
chr1:211750661-211752571	41.71
chr13:29292315-29293583	41.71
chr16:57809221-57810183	41.71
chr18:43496036-43496841	41.71
chr22:47565115-47565674	41.71
chr16:88850260-88852495	41.64
chr20:62427313-62428012	41.64
chr1:57887778-57890841	41.61
chr3:42785591-42786303	41.6
chr1:12166654-12167375	41.59
chr8:29504821-29505475	41.55
chr13:67990377-67991024	41.55
chr12:54069282-54071265	41.52
chr16:69344639-69346379	41.52
chr1:204335576-204336556	41.52
chr5:134525928-134527627	41.48
chr20:37676485-37677114	41.47
chr1:15241703-15242573	41.44
chr2:220340781-220341545	41.41
chr8:141477284-141477653	41.4
chr17:72766684-72767439	41.34
chr2:232466110-232466787	41.3
chr17:77944275-77945128	41.28
chr9:92208598-92209252	41.27
chr12:48140925-48141935	41.24
chr10:49863697-49865159	41.22
chr6:86192664-86193365	41.18
chr11:1224011-1224764	41.17
chr14:91163717-91164648	41.11
chr12:9102540-9103218	41.11
chr2:175206214-175206606	41.11
chr21:45723952-45725497	41.1
chr1:29507287-29508829	41.06
chr1:178158799-178159302	41.06
chr3:67164016-67164658	40.98
chr13:76123158-76124784	40.97
chr1:65540554-65541667	40.97
chrX:16713013-16713610	40.92
chr4:129730464-129734262	40.91
chr9:33523235-33524918	40.91
chr14:104387284-104388451	40.91
chr10:17495097-17496930	40.89
chr20:58357919-58358655	40.88
chr15:68608576-68609767	40.84
chr13:24152580-24154212	40.74
chr4:47928531-47928965	40.74
chr1:47640301-47641579	40.7
chr8:12521603-12523909	40.69
chr19:8645247-8646162	40.69
chr5:180610846-180611723	40.64
chr16:20860992-20861716	40.64
chr19:45192282-45193029	40.63
chr1:16320719-16321750	40.61
chr1:1709227-1711033	40.56
chr10:131687201-131688074	40.56
chr11:47174168-47175156	40.56
chr17:8023182-8029579	40.47
chr18:35358320-35359107	40.41
chr8:10190083-10190836	40.41
chr15:77316405-77317218	40.41
chr22:20273079-20273803	40.4
chr2:48647349-48648528	40.38
chr20:31366004-31366891	40.37
chr15:75268160-75268858	40.37
chr19:3699937-3701203	40.29
chr22:37561731-37563295	40.22
chr13:27546086-27546893	40.22
chr6:3156614-3158412	40.2
chr3:124647181-124647903	40.19
chr6:2505613-2506332	40.17
chr12:50100768-50102149	40.15
chr18:9771242-9772107	40.15
chr6:58287237-58288167	40.11
chr5:59020139-59020660	40.07
chr12:10826223-10827336	40.06
chr10:101307502-101308329	40.06
chr8:41469248-41470760	40.03
chr2:231921013-231922229	40.01
chr2:11919137-11919854	39.99
chr12:132314303-132316072	39.98
chr20:34580431-34581255	39.98
chr10:98670112-98670639	39.98
chr1:19669952-19671417	39.95
chr8:21641463-21642427	39.92
chr7:105172379-105173410	39.9
chr9:139957527-139959271	39.9
chr11:20631689-20632175	39.9
chrX:15161191-15162289	39.87
chr2:169998247-169998887	39.87
chr1:32059490-32060072	39.85
chr5:172592649-172593893	39.84
chr7_gl000195_random:102679-103859	39.82
chr2:230931657-230934140	39.79
chr4:8609289-8610311	39.79
chr11:133797271-133798197	39.79
chr16:33618649-33619508	39.75
chr5:6820842-6821385	39.71
chr8:145597213-145598080	39.7
chr6:44064160-44064847	39.7
chr19:15695141-15696183	39.67
chr20:1417767-1418463	39.67
chr7:27784501-27785075	39.67
chr17:46891745-46892312	39.65
chr5:43401913-43402499	39.65
chr5:72511515-72512573	39.59
chr17:15160467-15161207	39.59
chr12:83079397-83080056	39.58
chr6:28806068-28807358	39.56
chr12:122492236-122492840	39.54
chr6:161351552-161352628	39.52
chr2:9346068-9346972	39.5
chr11:10955082-10955761	39.49
chr9:100360884-100361413	39.48
chr19:57917838-57918506	39.47
chr1:111739929-111740645	39.46
chr20:30101703-30102880	39.43
chr1:66708060-66708806	39.41
chr11:120800090-120800879	39.32
chr2:203696275-203696986	39.19
chr8:24855506-24856901	39.17
chrX:148823804-148824538	39.11
chr11:64071708-64072364	39.11
chr2:45191594-45192499	39.11
chr2:73263303-73263934	39.11
chr12:99231933-99232776	39.11
chr6:69677780-69678413	39.11
chr3:118960203-118960744	39.11
chr5:74199076-74199591	39.11
chr7:5743834-5744634	39.11
chr17:65372822-65375622	39.08
chr12:70032945-70033543	39.04
chr12:54996811-54997367	39.04
chr1:20521405-20522192	39.03
chr12:107958545-107959403	39.01
chr1:44459871-44461060	39
chr2:27502667-27503530	39
chr19:47538508-47539537	38.98
chr17:25757602-25758340	38.97
chr22:18553547-18554456	38.9
chr18:45971647-45972398	38.88
chr12:49207688-49209967	38.87
chr12:121066509-121067092	38.83
chr21:45245906-45246693	38.81
chr9:130887074-130888734	38.71
chr8:6884095-6884818	38.7
chr10:11312483-11313116	38.61
chrX:134936311-134937194	38.59
chr21:15352327-15352954	38.57
chr20:57978534-57979386	38.56
chrX:67416522-67417391	38.51
chr12:99137144-99137724	38.49
chr8:107282003-107283867	38.42
chr6:167555417-167556015	38.34
chr2:71091397-71092138	38.34
chr8:98594470-98595219	38.29
chr3:11845308-11846001	38.29
chr1:171157592-171158304	38.24
chr3:69021517-69022058	38.24
chr15:67066118-67067281	38.22
chr12:121667811-121668790	38.18
chr6:13624915-13625630	38.18
chr1:113423323-113424178	38.17
chr15:74200423-74201308	38.15
chr18:60251281-60252252	38.14
chr11:762175-762885	38.14
chr15:32269366-32270499	38.12
chr8:6420080-6421186	38.09
chr12:12964935-12966666	38.08
chr9:136607629-136608548	38.08
chr3:47448078-47448799	38.06
chr8:57360376-57361070	38.05
chr1:155148315-155149759	38.02
chr11:17410119-17411595	38.02
chr8:101847654-101848343	38.02
chr15:49267858-49268453	37.98
chr6:3978165-3979180	37.97
chr12:100531906-100532591	37.95
chr1:165796325-165798812	37.93
chr1:2838304-2839078	37.89
chr17:61574912-61575861	37.87
chr14:74684170-74684822	37.87
chr12:96336091-96337774	37.85
chr12:128872300-128872942	37.81
chr14:99793252-99793995	37.72
chr5:141254986-141259373	37.66
chr15:70861177-70862682	37.66
chr6:4020995-4022372	37.66
chr19:28780328-28781310	37.64
chr22:37934404-37935534	37.6
chr1:200276467-200277112	37.51
chr19:18107272-18108532	37.48
chr2:218874808-218875885	37.48
chr12:10902439-10903414	37.37
chr2:45870836-45871402	37.37
chr6:72128740-72130962	37.33
chr5:141136616-141137833	37.33
chr6:89991346-89992163	37.32
chr22:39369323-39370205	37.25
chr16:85597870-85598708	37.25
chr10:72297097-72297990	37.25
chr16:5106186-5106768	37.25
chr20:12905570-12906284	37.25
chr15:78275720-78276585	37.15
chr19:55020385-55021120	37.15
chr20:31332432-31333226	37.14
chr10:13413821-13414608	37.13
chr9:16266315-16267228	37.1
chr5:148813446-148814629	37.07
chr12:110177411-110178221	37.07
chr2:233285153-233286120	37.05
chr12:112824936-112825739	37.05
chr5:150455772-150456526	37
chr10:134036308-134037140	36.99
chr10:45937778-45938621	36.98
chr16:29711755-29712408	36.95
chr1:87791460-87792257	36.93
chr20:4072361-4073093	36.93
chr1:113044221-113045226	36.84
chr11:130304273-130305220	36.81
chr11:119026514-119027404	36.81
chr15:41849543-41850343	36.79
chr12:120339804-120340291	36.76
chr14:21944845-21945810	36.74
chr11:119251791-119252617	36.74
chr2:55847051-55847796	36.72
chr1:40365958-40368492	36.69
chr2:239956736-239957594	36.66
chr19:5567334-5568267	36.64
chr9:136271626-136272646	36.62
chr15:89849223-89849948	36.61
chr15:30762747-30764060	36.6
chr9:141041808-141042679	36.6
chr17:30579830-30580667	36.58
chr15:64973388-64974166	36.56
chr17:72776452-72777506	36.5
chr1:38027000-38027917	36.5
chr7:140510759-140511433	36.5
chr3:127889738-127890143	36.5
chr16:69006424-69007087	36.5
chr13:36453086-36453829	36.5
chr3:125484813-125486018	36.47
chr22:45092787-45093890	36.42
chr15:81261823-81262953	36.4
chr8:99370172-99370820	36.36
chr16:23812664-23813348	36.36
chr16:3108437-3109954	36.29
chr6:170189036-170191049	36.29
chr21:46858885-46860011	36.26
chrX:53462934-53463985	36.26
chr8:72917211-72918020	36.21
chr7:38409471-38410061	36.21
chr20:61074975-61075951	36.16
chr5:43073762-43074585	36.14
chr20:55666886-55667709	36.13
chr12:57517926-57518653	36.1
chr2:32234183-32236687	36.09
chr12:96882824-96883967	36.07
chr12:121151505-121152274	36.06
chr12:99092419-99093006	36.04
chr6:152873688-152874362	36
chr11:129940314-129941015	35.99
chr1:12026952-12027651	35.96
chr1:110602614-110603230	35.95
chr2:201374291-201375277	35.89
chr12:50169625-50170723	35.85
chr6:139571551-139572192	35.85
chr2:100175340-100175959	35.85
chr15:51168878-51169491	35.85
chr1:109112522-109113467	35.85
chr18:47794381-47795387	35.81
chr9:139654680-139655839	35.74
chr1:146966530-146967411	35.73
chr22:20937663-20938492	35.73
chr1:24137092-24137916	35.71
chr19:31156801-31157666	35.7
chr20:48428438-48430187	35.68
chr17:41957357-41958937	35.66
chr12:54792815-54793757	35.63
chr1:41882381-41883348	35.63
chr14:66974202-66976347	35.6
chr1:22968266-22969138	35.6
chr6:52128434-52129144	35.6
chr4:128543816-128544725	35.59
chr19:33896982-33898551	35.58
chr11:109962772-109964919	35.57
chr2:112505114-112505849	35.56
chr9:116169072-116169590	35.49
chr13:36204528-36205435	35.27
chr17:16207938-16208523	35.26
chr19:11491221-11495438	35.25
chr1:232764091-232767107	35.2
chr11:46329871-46330948	35.2
chr12:6934040-6935321	35.16
chr3:37896861-37897552	35.14
chr17:32077913-32078698	35.13
chr5:37506597-37507220	35.13
chr11:10325932-10328657	35.07
chr15:93578958-93579946	35.06
chr17_gl000205_random:116799-118671	35.05
chr2:136498744-136500113	35.03
chr2:11822095-11822769	34.99
chr4:2757398-2758219	34.96
chr1:46877383-46879259	34.95
chr8:117778169-117779934	34.94
chr12:297830-298813	34.94
chr12:12487026-12487987	34.92
chr22:21335717-21338372	34.9
chr20:36147773-36148580	34.86
chr11:62788005-62789041	34.76
chr9:89252155-89252999	34.76
chr17:10640134-10640903	34.76
chr3:42141174-42142019	34.76
chr15:99447435-99448294	34.76
chr8:3142042-3142604	34.76
chr11:69616101-69616945	34.76
chr1:64400785-64401215	34.76
chr1:209376210-209376895	34.76
chr8:80525246-80525938	34.76
chr1:49017951-49018514	34.76
chr6:42868980-42869703	34.72
chr19:28730018-28730884	34.64
chr19:43270965-43272813	34.61
chr16:9102054-9103147	34.61
chr1:6159501-6160333	34.59
chr5:138676352-138678406	34.57
chrX:148568754-148569394	34.54
chr9:95264046-95264883	34.51
chr12:101062503-101063081	34.5
chr9:10612438-10613434	34.45
chr17:65268578-65269277	34.45
chr19:49609762-49610795	34.41
chr7:142996807-142997554	34.37
chrX:22210557-22211259	34.37
chr5:175842867-175844105	34.33
chr17:16492368-16493077	34.32
chr19:49600773-49601777	34.3
chr10:124463110-124463959	34.3
chr11:75095510-75096149	34.3
chr16:230019-232082	34.27
chr15:86383585-86384168	34.26
chr12:123236833-123237920	34.22
chr1:222628215-222629112	34.22
chr1:201797861-201799086	34.16
chr8:143819588-143821525	34.11
chr10:86299896-86301597	34.09
chr15:26178662-26179865	34.09
chr2:111335860-111336638	34.04
chr22:20225928-20227583	34.02
chr17:71306619-71308945	34.01
chr18:839130-839853	34.01
chr9:15079-17416	33.89
chr9:12775173-12776856	33.89
chr2:62932639-62933938	33.89
chr8:141647422-141647966	33.89
chr1:222638185-222639370	33.83
chr11:125298342-125299486	33.77
chr7:142490675-142491688	33.77
chr1:30176147-30177528	33.77
chr7:155391130-155392038	33.77
chr5:65220489-65222824	33.74
chr3:42613784-42614297	33.74
chr9:34603614-34604199	33.74
chr10:97624705-97625390	33.73
chr2:10280774-10281956	33.71
chr8:6697643-6698715	33.68
chr1:207178093-207178903	33.68
chr21:36094795-36096307	33.64
chr21:45557597-45559003	33.62
chr11:113561363-113562181	33.62
chr12:8085566-8086485	33.62
chr4:154128650-154129358	33.61
chr14:69725966-69728476	33.52
chr11:58345967-58347571	33.52
chr4:7072210-7073138	33.52
chr12:48137343-48138428	33.5
chr3:10800084-10800829	33.5
chr3:38537447-38538302	33.48
chr15:83775659-83776918	33.46
chr20:48806829-48809071	33.45
chr10:856144-856681	33.44
chr17:39652764-39653759	33.4
chr1:205321195-205322392	33.37
chr12:110365267-110365841	33.37
chr17:77396843-77397796	33.28
chr8:1971903-1972792	33.26
chr17:37683522-37684137	33.2
chr8:41399952-41400639	33.18
chr3:20381817-20382290	33.14
chr1:35146820-35147477	33.08
chr5:140998251-140999121	33.02
chr17:14205821-14206392	33.02
chrX:106268511-106269350	33.02
chr22:46937907-46939074	33.01
chr5:101631250-101632592	32.93
chr13:25086271-25087184	32.9
chr2:232549813-232550810	32.9
chr10:29759017-29759694	32.9
chr1:54586951-54588504	32.83
chr11:65654941-65656918	32.81
chr5:119793563-119794346	32.81
chr19:17877257-17877869	32.8
chr10:126736440-126737711	32.79
chr22:50780404-50782213	32.78
chr1:41315325-41316207	32.78
chr9:116915854-116917207	32.78
chr16:81631206-81632395	32.78
chr12:120773245-120773856	32.78
chr17:48254975-48256414	32.76
chr12:31118333-31119137	32.76
chr12:30593783-30594772	32.76
chr6:82460268-82464134	32.68
chr1:157918183-157918871	32.66
chr11:66821177-66821904	32.59
chr1:120351349-120352040	32.59
chr7:116797409-116798216	32.59
chr4:8689732-8690473	32.59
chr6:3748312-3749089	32.54
chr5:77303941-77304516	32.54
chr7:107383264-107385188	32.53
chr6:51824572-51825160	32.48
chr16:31469174-31471446	32.47
chr14:103544412-103545266	32.42
chr6:167364585-167365378	32.42
chr10:124027454-124028309	32.39
chr6:89693106-89694202	32.34
chr2:173326587-173328036	32.32
chr9:134685692-134686615	32.31
chr15:78162535-78163405	32.25
chr1:53991220-53992240	32.25
chr11:125218477-125219577	32.25
chr22:36882507-36883223	32.25
chr10:104238489-104239492	32.23
chr19:13352355-13353161	32.22
chr12:13814219-13814799	32.21
chr1:225625476-225626299	32.15
chr14:103758901-103759706	32.14
chr1:234039862-234041263	32.09
chr22:39164586-39165368	32.08
chr11:57435103-57436525	32.04
chr2:217558791-217559956	32.03
chr22:42158838-42159503	32.01
chr15:74612684-74613472	32
chrX:99633665-99635002	31.96
chr8:17433489-17435624	31.94
chr12:111325553-111326450	31.93
chr1:111038495-111039142	31.91
chr10:71820079-71820783	31.91
chr20:49922856-49923919	31.87
chr18:60253441-60253898	31.87
chr9:72728127-72728934	31.87
chr11:46368570-46369186	31.87
chr12:13430914-13431650	31.81
chr15:89901538-89903304	31.77
chr1:17953660-17954499	31.75
chr6:168770998-168771433	31.74
chr17:41560682-41561777	31.61
chr13:25542219-25543052	31.56
chr12:122062529-122063260	31.47
chr20:58100390-58100985	31.4
chr15:85201100-85202450	31.38
chr1:37115810-37116693	31.38
chr19:13539079-13539707	31.37
chr4:7193956-7196683	31.33
chr6:27218455-27220065	31.32
chr5:124747582-124748915	31.29
chr22:36965858-36966578	31.29
chr11:123172110-123173055	31.29
chr13:112092666-112093332	31.29
chr17:65796464-65797117	31.26
chrX:134970962-134971752	31.23
chr8:142170378-142171551	31.14
chr1:47400280-47401131	31.09
chr10:115144653-115145479	31.09
chr1:182755694-182756367	31.09
chr19:43388683-43389475	31.04
chr2:120009643-120010353	31.04
chr21:35739404-35740191	31
chr3:14962097-14963191	30.85
chr10:13389888-13391679	30.83
chr6:85724915-85725758	30.81
chr3:158389748-158390808	30.81
chrX:136007081-136007924	30.79
chr17:56492520-56493348	30.76
chr15:79001488-79002368	30.76
chr1:34090254-34091150	30.67
chr10:95135955-95136812	30.67
